"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeID","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","nhrs","nleaves","novertime","consecutive_holidays"
"2572",34,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",2572,"Female",3,"Laboratory Technician","Married",25850,3,12,0,9,5,4,0,1,4,4,2,3,3,9.21360655737705,17,244,3
"2573",31,"No","Travel_Rarely","Sales",25,2,"Life Sciences",2573,"Female",3,"Manufacturing Director","Divorced",182130,8,21,2,4,3,2,2,2,1,3,2,4,4,6.78325170565302,33,0,3
"2574",26,"No","Travel_Frequently","Sales",16,2,"Life Sciences",2574,"Male",2,"Healthcare Representative","Married",83800,0,14,0,8,3,7,7,7,3,4,3,4,3,6.09480338363054,18,0,3
"2575",45,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",2575,"Female",2,"Manager","Single",29940,4,18,1,12,2,4,0,3,2,3,3,3,3,7.7881630086877,18,57,3
"2576",33,"No","Travel_Rarely","Sales",1,3,"Life Sciences",2576,"Female",5,"Sales Executive","Single",12230,1,13,1,10,3,10,0,9,2,3,2,3,3,6.36693277310924,23,0,3
"2577",28,"No","Travel_Frequently","Sales",8,3,"Life Sciences",2577,"Male",4,"Research Scientist","Married",11180,1,11,0,7,3,7,0,7,3,4,3,3,3,10.5959481950305,24,237,3
"2578",29,"Yes","Travel_Frequently","Human Resources",2,4,"Human Resources",2578,"Male",2,"Sales Executive","Single",28750,1,11,0,1,3,1,0,0,3,1,3,3,3,6.79014344262295,17,0,3
"2579",39,"No","Non-Travel","Research & Development",8,5,"Medical",2579,"Female",2,"Sales Representative","Married",188240,6,19,1,10,4,3,1,2,1,3,3,3,3,6.2782693236715,31,0,3
"2580",27,"No","Travel_Rarely","Sales",3,2,"Technical Degree",2580,"Male",2,"Healthcare Representative","Married",135770,1,12,1,6,2,5,1,2,2,2,2,3,3,7.28265419501134,16,3,3
"2581",34,"No","Travel_Frequently","Research & Development",9,4,"Life Sciences",2581,"Female",2,"Manufacturing Director","Married",26250,1,12,3,16,4,15,6,11,3,4,3,3,3,8.89869649362477,17,244,3
"2582",28,"Yes","Travel_Rarely","Research & Development",25,3,"Technical Degree",2582,"Male",1,"Research Director","Single",187890,3,16,1,6,4,2,2,2,4,3,3,3,3,9.39283240353324,22,239,4
"2583",47,"No","Non-Travel","Research & Development",1,4,"Medical",2583,"Male",1,"Research Scientist","Married",45380,8,11,0,16,3,8,1,7,3,2,4,3,3,5.99573956868261,24,0,3
"2585",39,"No","Travel_Rarely","Research & Development",1,3,"Other",2585,"Female",1,"Laboratory Technician","Married",105120,1,12,1,10,2,10,7,9,1,1,3,3,3,7.01803269318701,18,0,3
"2586",38,"No","Travel_Frequently","Research & Development",4,2,"Medical",2586,"Female",1,"Manager","Divorced",44440,1,13,0,20,2,20,0,7,4,2,3,3,3,10.8001237161531,23,238,3
"2587",58,"No","Travel_Rarely","Sales",5,3,"Marketing",2587,"Male",5,"Sales Representative","Married",21540,4,21,1,29,3,1,0,0,4,4,2,3,4,9.88089598108747,26,235,3
"2588",32,"Yes","Travel_Frequently","Research & Development",9,3,"Life Sciences",2588,"Male",2,"Laboratory Technician","Single",191900,3,17,1,8,2,4,0,3,1,3,3,3,3,10.2202635933806,26,235,3
"2589",38,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",2589,"Female",1,"Sales Representative","Divorced",44900,2,21,1,10,1,5,0,3,2,4,4,3,4,7.61587962962963,21,17,3
"2590",49,"No","Travel_Frequently","Sales",11,4,"Life Sciences",2590,"Male",2,"Research Scientist","Married",35060,3,11,1,28,4,5,4,3,2,4,3,2,3,6.33614379084967,23,0,3
"2591",42,"No","Travel_Rarely","Sales",1,3,"Life Sciences",2591,"Female",1,"Sales Executive","Divorced",23720,3,12,1,14,3,0,0,0,2,4,3,3,3,8.70365602836879,26,231,3
"2592",27,"Yes","Travel_Frequently","Sales",8,1,"Life Sciences",2592,"Male",4,"Laboratory Technician","Married",102310,1,13,1,1,2,1,0,0,1,2,3,3,3,6.45362907088123,29,0,3
"2593",35,"No","Travel_Rarely","Research & Development",25,1,"Medical",2593,"Male",1,"Sales Executive","Married",54100,0,18,0,6,4,5,0,4,2,1,1,3,3,6.59468102636535,25,0,3
"2594",28,"No","Non-Travel","Research & Development",21,1,"Medical",2594,"Male",3,"Research Scientist","Single",79780,1,16,2,5,2,5,1,4,3,3,2,3,3,6.6660819990296,32,0,3
"2595",31,"No","Non-Travel","Sales",23,1,"Medical",2595,"Male",1,"Sales Executive","Divorced",38670,1,11,1,4,4,4,2,3,3,1,4,4,3,9.78247256515775,18,243,3
"2596",36,"No","Non-Travel","Research & Development",1,3,"Life Sciences",2596,"Male",2,"Research Scientist","Married",28380,1,19,2,5,5,5,0,2,1,2,3,1,3,7.08876388888889,21,0,3
"2597",34,"No","Travel_Rarely","Sales",2,3,"Marketing",2597,"Male",4,"Healthcare Representative","Single",46950,1,16,1,14,2,14,2,1,1,4,2,3,3,5.99783045977011,29,0,3
"2598",34,"No","Travel_Rarely","Research & Development",19,3,"Technical Degree",2598,"Female",1,"Research Director","Divorced",33390,1,16,0,9,2,8,1,1,4,3,2,2,3,6.76128935185185,21,0,3
"2599",26,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",2599,"Male",2,"Research Scientist","Single",20800,0,13,0,8,6,7,7,6,3,1,2,4,3,6.79478340675477,34,0,3
"2600",29,"No","Travel_Rarely","Research & Development",2,4,"Other",2600,"Male",2,"Laboratory Technician","Married",20960,0,22,0,6,2,5,0,2,1,1,2,4,4,7.75086685823755,29,46,4
"2601",32,"No","Non-Travel","Research & Development",3,1,"Life Sciences",2601,"Male",3,"Manager","Divorced",62090,5,17,1,9,5,5,1,2,3,4,3,4,3,6.60344301382928,28,0,4
"2602",31,"No","Travel_Frequently","Research & Development",25,5,"Technical Degree",2602,"Female",2,"Human Resources","Married",180610,1,14,1,10,2,10,8,7,4,1,3,3,3,6.87826824732683,22,0,4
"2603",28,"Yes","Travel_Rarely","Sales",7,5,"Life Sciences",2603,"Female",2,"Sales Representative","Divorced",171230,5,15,1,6,2,4,0,3,3,4,2,2,3,6.29116475917978,28,0,4
"2604",38,"No","Travel_Rarely","Research & Development",9,2,"Technical Degree",2604,"Male",3,"Sales Representative","Single",23720,4,12,0,20,3,1,0,0,1,1,2,2,3,7.18015788224122,27,2,3
"2605",35,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",2605,"Male",2,"Sales Representative","Married",48830,1,18,1,10,1,10,0,9,3,4,3,1,3,8.80517708333333,21,239,3
"2606",27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",2606,"Female",1,"Manager","Single",39040,1,15,0,7,2,7,0,7,4,4,3,3,3,7.9143746993747,30,97,3
"2607",32,"No","Travel_Rarely","Research & Development",8,1,"Medical",2607,"Female",2,"Research Scientist","Single",46270,8,17,1,8,2,1,0,0,4,4,3,2,3,7.2969558287796,17,6,3
"2608",31,"Yes","Travel_Frequently","Research & Development",2,1,"Other",2608,"Male",3,"Sales Executive","Married",70940,1,14,1,10,2,10,0,8,1,4,3,3,3,10.3049952919021,25,236,3
"2609",53,"Yes","Travel_Rarely","Research & Development",18,3,"Medical",2609,"Male",1,"Research Scientist","Single",34230,6,15,1,15,4,2,2,2,1,1,2,3,3,10.8030059101655,26,235,4
"2610",54,"No","Travel_Rarely","Research & Development",14,3,"Other",2610,"Male",3,"Research Scientist","Married",66740,3,17,1,9,2,4,2,3,1,3,2,3,3,7.91128699660359,32,89,3
"2611",33,"No","Travel_Frequently","Research & Development",2,4,"Medical",2611,"Female",4,"Sales Executive","Divorced",168800,1,14,3,9,2,9,2,8,4,3,3,3,3,7.88844228927203,29,80,3
"2612",43,"No","Travel_Rarely","Research & Development",3,3,"Medical",2612,"Male",1,"Research Scientist","Married",90940,1,12,1,10,0,10,0,9,1,3,3,3,3,7.49199275362319,31,10,3
"2613",38,"No","Travel_Frequently","Research & Development",2,5,"Medical",2613,"Female",4,"Sales Executive","Married",84460,0,14,0,7,3,6,1,2,4,2,3,2,3,8.01611808461181,22,121,3
"2614",55,"No","Travel_Rarely","Sales",9,3,"Marketing",2614,"Male",2,"Laboratory Technician","Married",119160,4,15,1,35,3,10,1,4,3,2,3,2,3,8.23792428504454,24,186,3
"2615",31,"No","Travel_Rarely","Sales",6,3,"Other",2615,"Male",1,"Manufacturing Director","Divorced",45340,1,13,0,1,2,1,0,0,4,4,3,3,3,10.8004269972452,19,242,3
"2616",39,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",2616,"Male",2,"Sales Executive","Single",98520,0,12,1,21,5,20,11,10,2,1,3,2,3,6.1007898948331,18,0,3
"2617",42,"No","Non-Travel","Research & Development",10,4,"Life Sciences",2617,"Female",2,"Research Scientist","Single",61510,1,13,1,20,3,20,3,7,4,3,3,3,3,6.5954124940391,28,0,4
"2618",31,"No","Non-Travel","Research & Development",14,2,"Life Sciences",2618,"Male",2,"Healthcare Representative","Married",23020,4,14,0,13,3,11,4,8,3,3,4,3,3,6.11274866569626,32,0,3
"2619",54,"No","Travel_Rarely","Research & Development",1,3,"Medical",2619,"Female",2,"Human Resources","Single",23620,6,13,1,9,2,5,1,4,3,1,3,4,3,10.463672705314,31,230,3
"2620",24,"No","Travel_Rarely","Research & Development",5,4,"Other",2620,"Male",1,"Manufacturing Director","Single",178610,1,11,2,4,5,4,1,2,2,3,2,1,3,6.87842056932966,19,0,3
"2621",23,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",2621,"Male",2,"Research Scientist","Single",191870,1,11,1,5,2,5,1,4,4,4,4,3,3,6.9892270531401,31,0,3
"2622",40,"No","Travel_Frequently","Research & Development",21,3,"Medical",2622,"Female",3,"Research Scientist","Married",197170,1,21,0,10,1,10,9,4,4,3,4,2,4,7.8108961352657,31,59,3
"2623",40,"No","Travel_Rarely","Research & Development",8,1,"Medical",2623,"Female",5,"Research Scientist","Married",35440,3,18,3,15,3,11,5,10,2,2,3,2,3,6.20579529737206,20,0,3
"2624",25,"No","Travel_Rarely","Sales",20,5,"Medical",2624,"Female",2,"Laboratory Technician","Married",85000,4,12,0,6,2,2,1,2,3,2,3,3,3,6.18627471751412,25,0,3
"2625",30,"No","Travel_Rarely","Human Resources",20,4,"Life Sciences",2625,"Male",2,"Research Scientist","Married",46610,1,11,0,12,3,12,1,7,4,2,2,2,3,6.08288612263716,20,0,3
"2626",25,"No","Travel_Rarely","Research & Development",7,2,"Medical",2626,"Male",5,"Sales Executive","Divorced",41030,6,15,1,7,2,2,0,2,4,3,2,3,3,10.1860446859903,31,230,3
"2627",47,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",2627,"Male",2,"Sales Executive","Single",42490,2,13,1,25,2,17,12,11,1,3,3,2,3,7.80406028368794,26,68,5
"2628",33,"No","Non-Travel","Research & Development",1,3,"Life Sciences",2628,"Male",2,"Research Scientist","Divorced",140260,1,12,0,1,4,1,0,0,2,3,2,3,3,6.20551536643026,26,0,3
"2629",38,"No","Travel_Rarely","Research & Development",19,3,"Life Sciences",2629,"Female",2,"Sales Executive","Married",68930,0,17,0,16,3,15,5,8,4,2,3,3,3,7.88748847395113,20,92,3
"2630",31,"No","Travel_Rarely","Research & Development",10,4,"Medical",2630,"Female",3,"Sales Executive","Married",61250,0,13,1,3,3,2,1,2,1,3,3,3,3,7.20173928077455,20,0,3
"2631",38,"No","Travel_Frequently","Research & Development",1,4,"Other",2631,"Male",2,"Research Scientist","Married",36690,2,19,0,10,2,8,7,7,1,3,3,3,3,6.50500228623685,18,0,3
"2632",42,"No","Travel_Rarely","Research & Development",6,3,"Medical",2632,"Male",2,"Laboratory Technician","Divorced",100080,6,19,1,9,3,4,1,2,4,1,2,1,3,9.82003047351149,24,237,3
"2633",41,"No","Travel_Rarely","Sales",2,2,"Medical",2633,"Male",1,"Healthcare Representative","Married",23870,3,17,1,12,1,5,1,0,4,4,3,1,3,7.69206751054852,24,43,3
"2634",47,"No","Non-Travel","Research & Development",21,2,"Medical",2634,"Male",1,"Sales Executive","Married",46390,0,11,1,14,2,13,5,12,3,2,1,2,3,7.1751597520267,28,0,6
"2635",35,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",2635,"Male",2,"Healthcare Representative","Married",78980,7,15,0,5,2,2,2,2,4,3,3,2,3,10.4344846189164,19,242,3
"2636",22,"No","Travel_Rarely","Human Resources",12,1,"Human Resources",2636,"Male",2,"Sales Executive","Single",25340,0,11,0,4,1,3,1,2,4,3,4,3,3,6.43572359396433,18,0,3
"2637",35,"No","Travel_Rarely","Research & Development",9,3,"Medical",2637,"Female",2,"Sales Executive","Single",131420,1,25,2,10,4,10,0,8,2,3,3,3,4,8.02154728132388,26,126,3
"2638",33,"No","Travel_Rarely","Sales",3,4,"Medical",2638,"Male",3,"Healthcare Representative","Married",16110,0,14,0,10,2,9,8,1,2,4,3,2,3,9.09485935302391,24,237,3
"2639",32,"No","Travel_Rarely","Research & Development",3,2,"Technical Degree",2639,"Male",3,"Manufacturing Director","Single",53630,1,13,0,6,4,6,4,1,3,2,3,3,3,7.00182687874597,20,0,3
"2640",40,"No","Travel_Rarely","Research & Development",1,4,"Medical",2640,"Male",2,"Research Director","Married",50710,8,17,1,8,3,1,0,0,1,4,2,2,3,6.18485139460448,18,0,3
"2641",32,"No","Travel_Rarely","Research & Development",1,2,"Medical",2641,"Male",3,"Sales Executive","Married",136950,0,13,0,3,3,2,2,2,2,2,3,3,3,6.00169202898551,31,0,3
"2642",39,"No","Travel_Rarely","Research & Development",4,4,"Life Sciences",2642,"Male",1,"Sales Executive","Single",134020,7,14,1,18,1,7,1,7,1,4,3,3,3,8.01660069444444,21,127,3
"2643",38,"No","Travel_Rarely","Sales",20,4,"Medical",2643,"Female",2,"Research Director","Married",20290,3,11,1,20,3,18,1,11,2,3,3,2,3,8.02459541062802,31,123,4
"2644",32,"No","Travel_Rarely","Research & Development",18,3,"Life Sciences",2644,"Male",2,"Manager","Married",63770,1,12,2,14,3,14,5,7,3,4,3,3,3,7.89130280073462,19,87,3
"2645",37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",2645,"Female",4,"Sales Executive","Married",54290,1,17,1,16,3,16,6,8,3,4,3,3,3,9.41780218503022,22,239,3
"2646",25,"No","Travel_Rarely","Research & Development",2,4,"Medical",2646,"Female",2,"Manufacturing Director","Divorced",27850,0,21,0,6,2,5,0,4,1,3,2,3,4,8.0304382183908,29,129,3
"2647",52,"No","Non-Travel","Research & Development",2,4,"Other",2647,"Male",1,"Manager","Divorced",46140,2,16,1,16,3,9,0,0,1,4,2,3,3,6.81206447187929,18,0,4
"2648",44,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",2648,"Female",1,"Sales Representative","Single",26100,6,15,0,6,2,4,1,2,2,4,3,3,3,10.769022131888,15,246,3
"2649",21,"No","Travel_Rarely","Sales",10,5,"Medical",2649,"Male",3,"Research Scientist","Single",66870,1,19,3,2,0,2,1,2,3,1,3,3,3,8.20969827586207,29,179,3
"2650",39,"No","Non-Travel","Research & Development",3,4,"Life Sciences",2650,"Female",2,"Research Director","Single",47240,2,12,1,21,4,6,1,3,4,4,2,4,3,6.31499631268437,35,0,4
"2651",23,"Yes","Travel_Frequently","Research & Development",2,4,"Life Sciences",2651,"Female",2,"Manufacturing Director","Married",61790,1,11,0,1,3,1,1,0,4,1,2,3,3,7.95764306151645,28,106,4
"2652",36,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences",2652,"Female",2,"Laboratory Technician","Married",61200,0,19,0,10,2,9,3,4,1,4,3,3,3,7.83042333818535,32,61,3
"2653",36,"No","Travel_Frequently","Research & Development",16,1,"Medical",2653,"Male",2,"Sales Executive","Divorced",105960,7,15,0,18,3,4,0,2,4,2,3,2,3,7.82502100840336,23,69,3
"2654",56,"No","Non-Travel","Research & Development",8,1,"Life Sciences",2654,"Male",1,"Sales Executive","Divorced",54670,1,20,0,13,6,13,1,9,3,3,2,2,4,6.62011158594492,27,0,3
"2655",29,"Yes","Travel_Rarely","Research & Development",9,4,"Medical",2655,"Male",2,"Sales Representative","Married",29960,9,25,0,4,4,2,2,2,1,4,4,3,4,10.8769611349547,28,233,3
"2656",42,"No","Travel_Rarely","Research & Development",17,1,"Life Sciences",2656,"Male",3,"Research Scientist","Married",99980,5,24,2,24,3,22,4,14,1,3,2,2,4,7.37828154425612,25,5,3
"2657",56,"Yes","Travel_Rarely","Sales",10,4,"Other",2657,"Male",2,"Sales Executive","Married",40780,8,24,1,14,3,10,9,8,4,3,1,3,4,6.81282132768362,25,0,3
"2658",41,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences",2658,"Female",1,"Healthcare Representative","Married",109200,0,15,1,21,3,20,0,10,1,2,3,4,3,7.81249646892655,25,57,3
"2659",34,"No","Travel_Rarely","Sales",1,3,"Medical",2659,"Female",1,"Laboratory Technician","Married",62320,1,13,1,8,3,8,1,7,4,3,3,3,3,7.35759018759019,30,5,5
"2660",36,"No","Non-Travel","Sales",1,1,"Medical",2660,"Female",1,"Human Resources","Divorced",132470,1,14,0,15,3,15,11,11,4,4,2,3,3,7.69374655647383,19,35,3
"2661",41,"No","Travel_Rarely","Research & Development",1,5,"Medical",2661,"Male",1,"Healthcare Representative","Divorced",40810,2,13,0,14,3,5,0,4,3,2,3,3,3,7.0830695611578,23,1,3
"2662",32,"No","Travel_Rarely","Sales",9,4,"Life Sciences",2662,"Female",2,"Research Scientist","Single",57690,1,11,0,4,3,4,1,2,4,1,3,3,3,6.69783989685888,24,0,3
"2663",35,"No","Travel_Rarely","Research & Development",16,3,"Medical",2663,"Female",2,"Healthcare Representative","Single",23940,1,16,1,9,3,9,1,7,3,4,3,3,3,10.4861307053942,20,241,3
"2664",38,"No","Travel_Rarely","Research & Development",23,3,"Medical",2664,"Male",3,"Sales Representative","Married",39040,1,22,0,10,3,10,1,9,1,4,3,2,4,6.91398110200364,17,0,3
"2665",50,"Yes","Travel_Frequently","Sales",4,2,"Life Sciences",2665,"Female",2,"Laboratory Technician","Divorced",167990,7,14,1,12,2,6,0,1,2,3,3,2,3,7.19667139479905,26,1,3
"2666",36,"No","Travel_Rarely","Research & Development",22,4,"Life Sciences",2666,"Male",1,"Healthcare Representative","Married",29500,4,14,0,8,1,6,0,0,2,4,2,2,3,6.29754166666667,21,0,3
"2667",45,"No","Travel_Rarely","Sales",24,3,"Life Sciences",2667,"Male",1,"Laboratory Technician","Single",36290,8,16,1,8,2,5,0,1,4,3,3,4,3,6.08272532188841,28,0,3
"2668",40,"No","Travel_Rarely","Sales",10,4,"Life Sciences",2668,"Male",1,"Research Scientist","Single",93620,2,11,1,8,6,2,2,2,3,3,3,3,3,6.21671196948021,28,0,4
"2669",35,"No","Travel_Frequently","Sales",7,2,"Life Sciences",2669,"Male",2,"Manufacturing Director","Married",32290,1,25,0,10,2,10,0,2,3,3,4,2,4,8.38116666666667,16,220,3
"2670",40,"No","Travel_Rarely","Research & Development",17,4,"Life Sciences",2670,"Male",1,"Manager","Married",35780,2,14,1,20,2,5,0,2,3,3,3,3,3,7.50672222222222,31,11,3
"2671",35,"No","Travel_Rarely","Human Resources",14,1,"Life Sciences",2671,"Male",2,"Research Scientist","Married",79880,1,18,0,4,3,4,1,1,3,4,3,3,3,6.89980750487329,33,0,4
"2672",29,"No","Travel_Rarely","Research & Development",1,3,"Medical",2672,"Male",3,"Sales Executive","Married",42840,4,11,0,10,5,4,0,3,4,2,3,2,3,9.79508986928105,23,238,3
"2673",29,"No","Travel_Rarely","Research & Development",5,3,"Medical",2673,"Male",2,"Sales Representative","Single",75530,1,19,0,5,3,5,0,4,4,1,1,3,3,6.11667649950836,35,0,3
"2674",50,"Yes","Travel_Rarely","Research & Development",17,3,"Medical",2674,"Male",1,"Research Scientist","Divorced",173280,4,15,2,20,1,3,2,0,4,1,3,3,3,9.59665598290598,27,234,3
"2675",39,"No","Travel_Rarely","Sales",25,3,"Medical",2675,"Male",2,"Sales Executive","Married",197010,0,11,0,21,3,20,9,6,2,4,2,4,3,7.49482713400095,28,10,3
"2676",31,"No","Non-Travel","Research & Development",8,4,"Life Sciences",2676,"Female",4,"Sales Executive","Single",147320,0,12,0,10,3,9,1,7,2,1,3,3,3,7.26115721040189,26,1,3
"2677",26,"No","Travel_Rarely","Research & Development",11,4,"Medical",2677,"Male",2,"Manager","Single",92780,0,20,0,5,3,4,0,0,4,3,3,3,4,7.52301900584795,33,13,3
"2678",36,"No","Travel_Frequently","Research & Development",5,1,"Technical Degree",2678,"Male",1,"Sales Executive","Married",13590,4,12,0,17,2,5,0,3,3,4,3,3,3,7.69729735883424,17,37,4
"2679",39,"No","Travel_Rarely","Research & Development",2,1,"Medical",2679,"Female",1,"Research Scientist","Married",47790,4,14,2,9,3,7,1,7,4,1,3,3,3,5.98737591074681,17,0,3
"2680",27,"No","Travel_Rarely","Research & Development",8,2,"Medical",2680,"Male",1,"Laboratory Technician","Married",164220,1,20,1,6,3,6,0,3,2,2,3,3,4,9.29579033007903,22,239,3
"2681",49,"No","Travel_Frequently","Research & Development",6,1,"Medical",2681,"Male",3,"Healthcare Representative","Married",29960,2,18,1,17,2,9,0,8,4,2,2,2,3,6.415900997151,27,0,3
"2682",34,"No","Travel_Rarely","Sales",4,3,"Medical",2682,"Female",1,"Sales Executive","Married",12610,2,14,1,6,6,4,1,2,2,3,4,3,3,6.47049302549303,30,0,3
"2683",41,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences",2683,"Female",1,"Research Scientist","Single",20990,8,12,1,8,2,6,0,5,2,4,1,3,3,8.59423230192218,24,230,3
"2684",49,"No","Travel_Frequently","Sales",1,4,"Life Sciences",2684,"Female",2,"Manufacturing Director","Married",58100,1,21,1,10,2,10,1,7,3,2,3,3,4,6.69770711500975,33,0,3
"2685",37,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",2685,"Male",1,"Sales Executive","Single",56470,6,19,0,7,2,0,0,0,4,3,3,3,3,8.49202741702742,30,209,3
"2686",33,"No","Travel_Frequently","Research & Development",10,2,"Medical",2686,"Male",2,"Research Scientist","Married",34200,1,14,0,8,3,8,3,0,4,3,3,3,3,9.51720177970178,30,231,3
"2687",27,"No","Travel_Rarely","Sales",5,4,"Medical",2687,"Female",4,"Manufacturing Director","Married",44000,9,17,1,6,3,2,2,2,1,2,3,2,3,6.38703971533517,19,0,3
"2688",32,"No","Travel_Frequently","Research & Development",9,2,"Medical",2688,"Female",2,"Research Scientist","Single",35000,0,16,1,8,2,7,3,6,4,4,2,2,3,7.24665846225973,24,2,3
"2689",59,"No","Travel_Rarely","Sales",2,2,"Marketing",2689,"Female",5,"Sales Representative","Married",20660,4,12,1,12,3,1,0,0,3,1,2,3,3,9.9697350069735,22,239,3
"2690",30,"No","Travel_Rarely","Research & Development",11,4,"Medical",2690,"Male",2,"Laboratory Technician","Divorced",171690,1,17,2,1,2,1,0,0,4,3,3,3,3,6.39668566001899,27,0,3
"2691",38,"No","Travel_Frequently","Sales",18,4,"Life Sciences",2691,"Male",2,"Healthcare Representative","Single",41620,0,15,1,10,1,9,1,8,4,3,3,3,3,7.99021553711388,20,111,3
"2692",36,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",2692,"Male",1,"Sales Executive","Married",92040,6,23,1,17,2,7,7,7,3,3,2,3,4,7.82051517376407,34,58,3
